raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
when_i_was_growing_up_peop,NA,"When I was growing up, people in my family said hurtful or insulting things to me.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_i_be,NA,"When I was growing up, I believe that I was physically abused.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_i_h,NA,"When I was growing up, I had the perfect childhood.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_i_go,NA,"When I was growing up, I got hit or beaten so badly that it was noticed by someone like a teacher, neighbor, or doctor",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_i_fe,NA,"When I was growing up, I felt that someone in my family hated me",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
whn_i_was_growing_up_peop,NA,"When I was growing up, people in my family felt close to each other.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_some,NA,"When I was growing up, someone tried to touch me in a sexual way, or make me touch them.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_se,NA,"When I was growing up, someone threatened to hurt me or tell lies about me unless I did something sexual with them",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_i,NA,"When I was growing up, I had the best family in the world",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_sme,NA,"When I was growing up, someone tried to make me do sexual things or watch sexual things",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_as_growing_up_some,NA,"When I was growing up, someone molested me",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growinbe,NA,"When I was growing up, I believe that I was emotionally abused.",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_u,NA,"When I was growing up, there was someone to take me to the doctor if I needed it",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_gro,NA,"When I was growing up, I believe that I was sexually abused",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
when_i_was_growing_up_my_f,NA,"When I was growing up, my family was a source of strength and support",raw,0,"Never true =1, Rarely true =2, Sometimes true =3, Often true =4, Very often true =5",NA,NA,NA,NA,NA
"record_id,when_i_was_growing_up_i_di,when_i_was_growing_up_i_kn,when_i_was_growing_up_pe,when_i_was_growing_up_my_p,when_i_was_growing_up_ther,when_i_was_growing_up_i_ha,when_i_was_rowing_up_i_f,when_i_was_growing_up_i_th,when_i_was_growing_up_i_g,when_i_was_growing_up_thr,when_i_was_growing_up_pep,when_i_was_growing_up_i_wa,when_i_was_growing_up_peo,when_i_was_growing_up_peop,when_i_was_growing_up_i_be,when_i_was_growing_up_i_h,when_i_was_growing_up_i_go,when_i_was_growing_up_i_fe,whn_i_was_growing_up_peop,when_i_was_growing_up_some,when_i_was_growing_up_se,when_i_was_growing_up_i,when_i_was_growing_up_sme,when_as_growing_up_some,when_i_was_growinbe,when_i_was_growing_u,when_i_was_gro,when_i_was_growing_up_my_f",NA,NA,select,1,NA,NA,NA,NA,NA,NA
record_id,id,NA,rename,2,NA,NA,NA,NA,NA,NA
when_i_was_growing_up_i_kn,ctq_not_enough_to_eat,"When I was growing up, I didn't have enough to eat",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =4","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_pe,ctq_someone_to_care_for_me,"When I was growing up, I knew that there was someone to take care of me and protect me.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =5","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_my_p,ctq_name_calling,"When I was growing up, people in my family called me things like ""stupid,"" ""lazy,"" or ""ugly.""",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =6","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_ther,ctq_parents_drunk_high,"When I was growing up, my parents were too drunk or high to take care of the family.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =7","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_ha,ctq_felt_important_special,"When I was growing up, there was someone in my family who helped me feel that I was important or special.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =8","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_rowing_up_i_f,ctq_dirty_clothes,"When I was growing up, I had to wear dirty clothes",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =9","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_th,ctq_felt_loved,"When I was growing up, I felt loved",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =10","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_g,ctq_parents_wished_never_born,"When I was growing up, I thought that my parents wished I had never been born.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =11","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_thr,ctq_hit_hard_hospital,"When I was growing up, I got hit by someone so hard by someone in my family that I had to see a doctor or go to the hospital.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =12","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_pep,ctq_nothing_wanted_to_change_about_family,"When I was growing up, there was nothing I wanted to change about my family.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =13","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_wa,ctq_hit_hard_bruises_marks,"When I was growing up, people in my family hit me so hard that it left me with bruises or marks.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =14","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_peo,ctq_belt_board_cord,"When I was growing up, I was punished with a belt, a board, a cord, or some other hard object.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =15","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_peop,ctq_people_looked_out_for_eachother,"When I was growing up, people in my family looked out for each other",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =16","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_be,ctq_hurtful_insulting,"When I was growing up, people in my family said hurtful or insulting things to me.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =17","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_h,ctq_physically_abused,"When I was growing up, I believe that I was physically abused.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =18","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_go,ctq_perfect_childhood,"When I was growing up, I had the perfect childhood.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =19","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i_fe,ctq_injuries_noticed_by_other,"When I was growing up, I got hit or beaten so badly that it was noticed by someone like a teacher, neighbor, or doctor",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =20","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
whn_i_was_growing_up_peop,ctq_someone_hated_me,"When I was growing up, I felt that someone in my family hated me",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =21","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_some,ctq_family_felt_close,"When I was growing up, people in my family felt close to each other.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =22","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_se,ctq_touch_sexually,"When I was growing up, someone tried to touch me in a sexual way, or make me touch them.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =23","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_i,ctq_threatened_sexually,"When I was growing up, someone threatened to hurt me or tell lies about me unless I did something sexual with them",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =24","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_sme,ctq_best_family,"When I was growing up, I had the best family in the world",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =25","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_as_growing_up_some,ctq_make_do_or_watch_sexual_things,"When I was growing up, someone tried to make me do sexual things or watch sexual things",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =26","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growinbe,ctq_molested,"When I was growing up, someone molested me",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =27","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_u,ctq_emotionally_abused,"When I was growing up, I believe that I was emotionally abused.",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =28","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_gro,ctq_someone_to_take_me_to_doctor,"When I was growing up, there was someone to take me to the doctor if I needed it",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =29","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_my_f,ctq_sexually_abused,"When I was growing up, I believe that I was sexually abused",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =30","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
when_i_was_growing_up_my_f,ctq_family_source_of_strength_support,"When I was growing up, my family was a source of strength and support",recode,2,"Never true =0, Rarely true =1, Sometimes true =2, Often true =3, Very often true =31","1=0, 2=1, 3=2, 4=3",NA,NA,NA,NA
"ctq_not_enough_to_eat,ctq_someone_to_care_for_me,ctq_name_calling,ctq_parents_drunk_high,ctq_felt_important_special,ctq_dirty_clothes,ctq_felt_loved,ctq_parents_wished_never_born,ctq_hit_hard_hospital,ctq_nothing_wanted_to_change_about_family,ctq_hit_hard_bruises_marks,ctq_belt_board_cord,ctq_people_looked_out_for_eachother,ctq_hurtful_insulting,ctq_physically_abused,ctq_perfect_childhood,ctq_injuries_noticed_by_other,ctq_someone_hated_me,ctq_family_felt_close,ctq_touch_sexually,ctq_threatened_sexually,ctq_best_family,ctq_make_do_or_watch_sexual_things,ctq_molested,ctq_emotionally_abused,ctq_someone_to_take_me_to_doctor,ctq_sexually_abused,ctq_family_source_of_strength_support",ctq_average,NA,mean,3,NA,NA,NA,NA,NA,NA
"id,ctq_not_enough_to_eat,ctq_someone_to_care_for_me,ctq_name_calling,ctq_parents_drunk_high,ctq_felt_important_special,ctq_dirty_clothes,ctq_felt_loved,ctq_parents_wished_never_born,ctq_hit_hard_hospital,ctq_nothing_wanted_to_change_about_family,ctq_hit_hard_bruises_marks,ctq_belt_board_cord,ctq_people_looked_out_for_eachother,ctq_hurtful_insulting,ctq_physically_abused,ctq_perfect_childhood,ctq_injuries_noticed_by_other,ctq_someone_hated_me,ctq_family_felt_close,ctq_touch_sexually,ctq_threatened_sexually,ctq_best_family,ctq_make_do_or_watch_sexual_things,ctq_molested,ctq_emotionally_abused,ctq_someone_to_take_me_to_doctor,ctq_sexually_abused,ctq_family_source_of_strength_support,ctq_average",NA,NA,select,4,NA,NA,NA,NA,NA,NA
