raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
epsi_15,NA,I thought about taking steroids as a way to get more muscular,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_16,NA,I used diet teas or cleansing teas to lose weight,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_17,NA,I used diet pills,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_18,NA,I did not like how my body looked,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_19,NA,I ate until I was uncomfortably full,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_20,NA,I felt that overweight people are lazy,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_21,NA,I counted the calories of foods I ate,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_22,NA,I planned my days around exercising,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_23,NA,I thought my butt was too big,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_24,NA,I did not like the size of my thighs,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_25,NA,I wished the shape of my body was different,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_26,NA,I was disgusted by the sight of an overweight person wearing tight clothes,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_27,NA,I made myself vomit in order to lose weight,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_28,NA,I did not notice how much I ate until after I had finished eating,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_29,NA,I considered taking a muscle building supplement,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_30,NA,I felt that overweight people are unattractive,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_31,NA,I engaged in strenuous exercise at least five days per week,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_32,NA,I thought my muscles were too small,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_33,NA,I got full after eating what most people would consider a small amount of food,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_34,NA,I was not satisfied with the size of my hips,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_35,NA,I used protein supplements,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_36,NA,People encouraged me to eat more,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_37,NA,"If someone offered me food, I felt that I could not resist eating it",raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_38,NA,I was disgusted by the sight of obese people,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_39,NA,I stuffed myself with food to the point of feeling sick,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_40,NA,I tried to avoid foods with high calorie content,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_41,NA,I exercised to the point of exhaustion,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_42,NA,I used diuretics in order to lose weight,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_43,NA,I skipped two meals in a row,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_44,NA,I ate as if I was on auto-pilot,raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
epsi_45,NA,"I ate a very large amount of food in a short period of time (e.g., within 2 hours)",raw,0,"never =0, rarely =1, sometimes =2, often =3, very often =4",NA,NA,NA,NA,NA
"subject_id,epsi_1,epsi_2,epsi_3,epsi_4,epsi_5,epsi_6,epsi_7,epsi_8,epsi_9,epsi_10,epsi_11,epsi_12,epsi_13,epsi_14,epsi_15,epsi_16,epsi_17,epsi_18,epsi_19,epsi_20,epsi_21,epsi_22,epsi_23,epsi_24,epsi_25,epsi_26,epsi_27,epsi_28,epsi_29,epsi_30,epsi_31,epsi_32,epsi_33,epsi_34,epsi_35,epsi_36,epsi_37,epsi_38,epsi_39,epsi_40,epsi_41,epsi_42,epsi_43,epsi_44,epsi_45",NA,NA,select,1,NA,NA,NA,NA,NA,NA
subject_id,id,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_1,epsi_1_clothes_fit,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_2,epsi_2_exclude_unhealthy,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_3,epsi_3_ate_not_hungry,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_4,epsi_4_dont_eat_alot,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_5,epsi_5_exercise_alot,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_6,epsi_6_surprised_little,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_7,epsi_7_muscle_building,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_8,epsi_8_push_myself,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_9,epsi_9_snack,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_10,epsi_10_full_easily,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_11,epsi_11_diuretic,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_12,epsi_12_different_outift,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_13,epsi_13_laxatives,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_14,epsi_14_obese_self_control,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_15,epsi_15_steroids,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_16,epsi_16_diet_tea,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_17,epsi_17_diet_pill,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_18,epsi_18_body_looks,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_19,epsi_19_uncomfortably_full,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_20,epsi_20_overweight_lazy,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_21,epsi_21_count_calories,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_22,epsi_22_plan_exercise,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_23,epsi_23_butt_too_big,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_24,epsi_24_size_thighs,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_25,epsi_25_shape_different,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_26,epsi_26_overweight_tight,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_27,epsi_27_made_vomit,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_28,epsi_28_unnotice_amount_ate,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_29,epsi_29_muscle_supplement,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_30,epsi_30_overweight_unattractive,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_31,epsi_31_strenuous_exercise,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_32,epsi_32_muscles_small,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_33,epsi_33_got_full,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_34,epsi_34_unsatisfied_hips,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_35,epsi_35_protein_supplements,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_36,epsi_36_encouraged_eat_more,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_37,epsi_37_not_resist,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_38,epsi_38_digusted_obesity,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_39,epsi_39_stuffed,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_40,epsi_40_avoid_calories,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_41,epsi_41_exercised_exhaustion,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_42,epsi_42_diuretics,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_43,epsi_43_skip_2_meals,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_44,epsi_44_auto_pilot,NA,rename,2,NA,NA,NA,NA,NA,NA
epsi_45,epsi_45_food_short_time,NA,rename,2,NA,NA,NA,NA,NA,NA
"epsi_1_clothes_fit,epsi_12_different_outift,epsi_18_body_looks,epsi_23_butt_too_big,epsi_24_size_thighs,epsi_25_shape_different,epsi_34_unsatisfied_hips",epsi_body_dissatisfaction,Sum of body dissatisfaction scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_3_ate_not_hungry,epsi_9_snack,epsi_19_uncomfortably_full,epsi_28_unnotice_amount_ate,epsi_37_not_resist,epsi_39_stuffed,epsi_44_auto_pilot,epsi_45_food_short_time",epsi_binge_eating,Sum of binge eating scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_2_exclude_unhealthy,epsi_21_count_calories,epsi_40_avoid_calories",epsi_cognitive_restraint,Sum of cogintive restraint scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_11_diuretic,epsi_13_laxatives,epsi_16_diet_tea,epsi_17_diet_pill,epsi_27_made_vomit,epsi_42_diuretics",epsi_purging,Sum of purging scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_4_dont_eat_alot,epsi_6_surprised_little,epsi_10_full_easily,epsi_33_got_full,epsi_36_encouraged_eat_more,epsi_43_skip_2_meals",epsi_restricting,Sum of restricting scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_5_exercise_alot,epsi_8_push_myself,epsi_22_plan_exercise,epsi_31_strenuous_exercise,epsi_41_exercised_exhaustion",epsi_excessive_exercise,Sum of excessive exercise scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_14_obese_self_control,epsi_20_overweight_lazy,epsi_26_overweight_tight,epsi_30_overweight_unattractive,epsi_38_digusted_obesity",epsi_negative_attitude,Sum of negative attitude towards obesity scores,sum,3,NA,NA,NA,NA,NA,NA
"epsi_7_muscle_building,epsi_15_steroids,epsi_29_muscle_supplement,epsi_32_muscles_small,epsi_35_protein_supplements",epsi_muscle_building,Sum of muscle building scores,sum,3,NA,NA,NA,NA,NA,NA
"id,epsi_1_clothes_fit,epsi_2_exclude_unhealthy,epsi_3_ate_not_hungry,epsi_4_dont_eat_alot,epsi_5_exercise_alot,epsi_6_surprised_little,epsi_7_muscle_building,epsi_8_push_myself,epsi_9_snack,epsi_10_full_easily,epsi_11_diuretic,epsi_12_different_outift,epsi_13_laxatives,epsi_14_obese_self_control,epsi_15_steroids,epsi_16_diet_tea,epsi_17_diet_pill,epsi_18_body_looks,epsi_19_uncomfortably_full,epsi_20_overweight_lazy,epsi_21_count_calories,epsi_22_plan_exercise,epsi_23_butt_too_big,epsi_24_size_thighs,epsi_25_shape_different,epsi_26_overweight_tight,epsi_27_made_vomit,epsi_28_unnotice_amount_ate,epsi_29_muscle_supplement,epsi_30_overweight_unattractive,epsi_31_strenuous_exercise,epsi_32_muscles_small,epsi_33_got_full,epsi_34_unsatisfied_hips,epsi_35_protein_supplements,epsi_36_encouraged_eat_more,epsi_37_not_resist,epsi_38_digusted_obesity,epsi_39_stuffed,epsi_40_avoid_calories,epsi_41_exercised_exhaustion,epsi_42_diuretics,epsi_43_skip_2_meals,epsi_44_auto_pilot,epsi_45_food_short_time,epsi_body_dissatisfaction,epsi_binge_eating,epsi_cognitive_restraint,epsi_purging,epsi_restricting,epsi_excessive_exercise,epsi_negative_attitude,epsi_muscle_building",NA,NA,select,4,NA,NA,NA,NA,NA,NA
